Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Release_Decade,Sales_Category,NA_EU_Sales_Ratio,Is_Nintendo_Publisher,Log_Global_Sales,Dominant_Region
2760,LittleBigPlanet 3,PS3,2014,Platform,Sony Computer Entertainment,0.2,0.43,0.01,0.11,0.75,2010,Low,0.4545454545454546,0,0.5596157879354227,EU
2761,Marvel: Ultimate Alliance 2,PS3,2009,Role-Playing,Activision,0.49,0.16,0.0,0.09,0.75,2000,Low,2.88235294117647,0,0.5596157879354227,JP
2762,Sega Superstars Tennis,DS,2007,Sports,Sega,0.29,0.37,0.0,0.08,0.75,2000,Low,0.763157894736842,0,0.5596157879354227,EU
2763,The Walking Dead: Season One,X360,2012,Adventure,Unknown,0.55,0.14,0.0,0.05,0.75,2010,Low,3.666666666666667,0,0.5596157879354227,JP
2764,Ace Combat: Assault Horizon,PS3,2011,Action,Namco Bandai Games,0.3,0.16,0.22,0.07,0.74,2010,Low,1.764705882352941,0,0.5538851132264376,JP
2765,Jump Ultimate Stars,DS,2006,Fighting,Nintendo,0.0,0.0,0.74,0.0,0.74,2000,Low,0.0,1,0.5538851132264376,JP
2766,Jampack Summer 2001,PS2,2001,Fighting,Sony Computer Entertainment,0.36,0.28,0.0,0.1,0.17,2000,Low,1.241379310344827,0,0.5538851132264376,JP
2767,Resonance of Fate,PS3,2010,Role-Playing,Sega,0.2,0.22,0.24,0.09,0.74,2010,Low,0.8695652173913043,0,0.5538851132264376,JP
2768,Burnout,PS2,2001,Racing,Unknown,0.36,0.28,0.0,0.1,0.74,2000,Low,1.241379310344827,0,0.5538851132264376,JP
2769,Tom Clancy's Rainbow Six: Vegas,PSP,2007,Shooter,Ubisoft,0.42,0.19,0.0,0.14,0.74,2000,Low,2.1,0,0.5538851132264376,JP
2770,Final Fantasy XIII-2,X360,2011,Role-Playing,Square Enix,0.36,0.3,0.02,0.06,0.74,2010,Low,1.161290322580645,0,0.5538851132264376,JP
2771,LEGO Batman 2: DC Super Heroes,3DS,2012,Action,Warner Bros. Interactive Entertainment,0.41,0.27,0.0,0.06,0.74,2010,Low,1.464285714285714,0,0.5538851132264376,JP
2772,Mortal Kombat: Unchained,PSP,2006,Fighting,Midway Games,0.67,0.01,0.0,0.06,0.74,2000,Low,33.5,0,0.5538851132264376,JP
2773,Mario & Luigi: Paper Jam,3DS,2015,Role-Playing,Nintendo,0.16,0.3,0.25,0.04,0.74,2010,Low,0.5161290322580645,1,0.5538851132264376,EU
2774,Yu-Gi-Oh! Dungeon Dice Monsters,GBA,2001,Misc,Konami Digital Entertainment,0.42,0.16,0.15,0.01,0.74,2000,Low,2.470588235294117,0,0.5538851132264376,JP
2775,Brink,PS3,2011,Shooter,Bethesda Softworks,0.29,0.32,0.01,0.12,0.74,2010,Low,0.8787878787878787,0,0.5538851132264376,EU
2776,LEGO Marvel Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.31,0.35,0.02,0.06,0.74,2010,Low,0.8611111111111112,0,0.5538851132264376,EU
2777,Blur,PS3,2010,Racing,Activision,0.22,0.37,0.02,0.13,0.74,2010,Low,0.5789473684210527,0,0.5538851132264376,EU
2778,Madden NFL 11,Wii,2007,Sports,Unknown,0.7,0.0,0.0,0.05,0.74,2000,Low,70.0,0,0.5538851132264376,JP
2779,Namco Museum Remix,Wii,2007,Misc,Atari,0.68,0.0,0.0,0.05,0.74,2000,Low,68.0,0,0.5538851132264376,JP
2780,Midnight Club 3: DUB Edition,XB,2005,Racing,Take-Two Interactive,0.61,0.1,0.0,0.03,0.74,2000,Low,5.545454545454545,0,0.5538851132264376,JP
2781,Crysis 2,PC,2011,Action,Electronic Arts,0.16,0.45,0.0,0.13,0.74,2010,Low,0.3478260869565217,0,0.5538851132264376,EU
2782,The Lord of the Rings: The Two Towers,GBA,2002,Action,Electronic Arts,0.53,0.2,0.0,0.01,0.17,2000,Low,2.523809523809524,0,0.5538851132264376,JP
2783,Tiger Woods PGA Tour 2001,PS2,2001,Sports,Electronic Arts,0.36,0.28,0.0,0.09,0.74,2000,Low,1.241379310344827,0,0.5538851132264376,JP
2784,Indiana Jones and the Staff of Kings,Wii,2009,Action,Unknown,0.36,0.3,0.0,0.08,0.74,2000,Low,1.161290322580645,0,0.5538851132264376,JP
2785,Jet Moto 3,PS,1999,Racing,Sony Computer Entertainment,0.41,0.28,0.0,0.05,0.74,1990,Low,1.413793103448276,0,0.5538851132264376,JP
2786,Naruto Shippuden: Ultimate Ninja Storm Generatio,PS3,2012,Fighting,Namco Bandai Games,0.27,0.25,0.14,0.08,0.74,2010,Low,1.038461538461538,0,0.5538851132264376,JP
2787,Unreal Championship,XB,2002,Shooter,Atari,0.59,0.12,0.0,0.03,0.74,2000,Low,4.538461538461538,0,0.5538851132264376,JP
2788,WarioWare: Twisted!,GBA,2007,Puzzle,Unknown,0.16,0.06,0.5,0.02,0.74,2000,Low,2.285714285714286,0,0.5538851132264376,JP
2789,Pirates of the Caribbean: At World's End,PS3,2007,Action,Disney Interactive Studios,0.17,0.41,0.0,0.15,0.17,2000,Low,0.4047619047619048,0,0.5538851132264376,EU
2790,Tiger Woods PGA Tour 08,PS3,2007,Sports,Electronic Arts,0.22,0.38,0.0,0.14,0.74,2000,Low,0.5641025641025641,0,0.5538851132264376,EU
2791,Persona 4: Arena,PS3,2012,Fighting,Atlus,0.3,0.12,0.24,0.07,0.74,2010,Low,2.307692307692307,0,0.5538851132264376,JP
2792,Sword of Mana,GBA,2003,Role-Playing,Unknown,0.31,0.11,0.3,0.02,0.74,2000,Low,2.583333333333333,1,0.5538851132264376,JP
2793,Harvest Moon DS: Island of Happiness,DS,2007,Simulation,Rising Star Games,0.44,0.01,0.25,0.04,0.74,2000,Low,22.0,0,0.5538851132264376,JP
2794,Star Ocean: The Last Hope International,PS3,2010,Role-Playing,Square Enix,0.28,0.16,0.22,0.08,0.73,2010,Low,1.647058823529412,0,0.5481214085096875,JP
2795,The Sims 2: Castaway,DS,2007,Simulation,Unknown,0.63,0.05,0.0,0.06,0.73,2000,Low,10.5,0,0.5481214085096875,JP
2796,FIFA: Road to World Cup 98,PS,1997,Sports,Electronic Arts,0.14,0.09,0.46,0.05,0.73,1990,Low,1.4,0,0.5481214085096875,JP
2797,Dragon Ball Z: Ultime Menace,SNES,1993,Fighting,Namco Bandai Games,0.0,0.0,0.73,0.0,0.73,1990,Low,0.0,0,0.5481214085096875,JP
2798,Classic NES Series: Donkey Kong,GBA,2004,Platform,Nintendo,0.4,0.15,0.17,0.01,0.73,2000,Low,2.5,1,0.5481214085096875,JP
2799,Call of Duty: Ghosts,PC,2013,Shooter,Activision,0.23,0.41,0.0,0.09,0.73,2010,Low,0.5476190476190477,0,0.5481214085096875,EU
2800,Yoshi,GB,2007,Puzzle,Nintendo,0.0,0.0,0.73,0.0,0.73,2000,Low,0.0,1,0.5481214085096875,JP
2801,Mortal Kombat 4,N64,1998,Fighting,GT Interactive,0.55,0.17,0.0,0.01,0.73,1990,Low,3.055555555555556,0,0.5481214085096875,JP
2802,F1 2011,X360,2011,Fighting,Codemasters,0.11,0.51,0.01,0.09,0.73,2010,Low,0.2115384615384615,0,0.5481214085096875,EU
2803,Madden NFL 10,Wii,2009,Sports,Electronic Arts,0.63,0.04,0.0,0.06,0.73,2000,Low,12.6,0,0.5481214085096875,JP
2804,Kirby: Canvas Curse,DS,2005,Platform,Nintendo,0.37,0.0,0.32,0.04,0.73,2000,Low,37.0,1,0.5481214085096875,JP
2805,Croc 2,PS,1999,Platform,Fox Interactive,0.41,0.28,0.0,0.05,0.73,1990,Low,1.413793103448276,0,0.5481214085096875,JP
2806,Practise English!,DS,2007,Misc,Nintendo,0.0,0.0,0.73,0.0,0.73,2000,Low,0.0,1,0.5481214085096875,JP
2807,Oddworld: Munch's Oddysee,XB,2001,Platform,Atari,0.54,0.16,0.0,0.03,0.73,2000,Low,3.176470588235294,0,0.5481214085096875,JP
2808,Berzerk,2600,1981,Shooter,Unknown,0.68,0.04,0.0,0.01,0.73,1980,Low,13.6,0,0.5481214085096875,JP
2809,NHL 11,X360,2010,Sports,Electronic Arts,0.61,0.07,0.0,0.05,0.73,2010,Low,7.625,0,0.5481214085096875,JP
2810,Dragon Age: Inquisition,PC,2014,Role-Playing,Electronic Arts,0.32,0.34,0.0,0.07,0.73,2010,Low,0.9142857142857144,0,0.5481214085096875,EU
2811,iCarly,DS,2009,Adventure,Activision,0.67,0.01,0.0,0.05,0.73,2000,Low,33.5,0,0.5481214085096875,JP
2812,DiRT 3,X360,2011,Racing,Codemasters,0.23,0.41,0.01,0.08,0.73,2010,Low,0.5476190476190477,0,0.5481214085096875,EU
2813,NCAA Football 07,X360,2006,Sports,Electronic Arts,0.67,0.0,0.0,0.06,0.73,2000,Low,67.0,0,0.5481214085096875,JP
2814,Just Dance Wii,Wii,2011,Misc,Nintendo,0.0,0.0,0.73,0.0,0.73,2010,Low,0.0,1,0.5481214085096875,JP
2815,Full Spectrum Warrior,XB,2007,Strategy,THQ,0.54,0.16,0.0,0.03,0.73,2000,Low,3.176470588235294,0,0.5481214085096875,JP
2816,Katamari Damacy,PS2,2004,Puzzle,Namco Bandai Games,0.47,0.02,0.17,0.08,0.73,2000,Low,15.66666666666667,0,0.5481214085096875,JP
2817,Beyblade VForce: Ultimate Blader Jam,GBA,2003,Action,Atari,0.52,0.19,0.0,0.01,0.73,2000,Low,2.6,0,0.5481214085096875,JP
2818,Ratchet & Clank Collection,PS3,2012,Action,Sony Computer Entertainment,0.47,0.14,0.02,0.09,0.73,2010,Low,3.133333333333333,0,0.5481214085096875,JP
2819,Avatar: The Game,Wii,2009,Action,Ubisoft,0.33,0.32,0.0,0.08,0.73,2000,Low,1.0,0,0.5481214085096875,JP
2820,Shaun Palmer's Pro Snowboarder,PS2,2001,Sports,Codemasters,0.36,0.28,0.0,0.09,0.73,2000,Low,1.241379310344827,0,0.5481214085096875,JP
2821,MX vs. ATV Reflex,X360,2009,Racing,THQ,0.52,0.15,0.0,0.06,0.73,2000,Low,3.25,0,0.5481214085096875,JP
2822,Imagine: Interior Designer,DS,2007,Simulation,Ubisoft,0.34,0.31,0.0,0.08,0.73,2000,Low,1.0625,0,0.5481214085096875,JP
2823,SSX,X360,2012,Sports,Electronic Arts,0.38,0.28,0.0,0.06,0.72,2010,Low,1.310344827586207,0,0.5423242908253616,JP
2824,Style Savvy: Trendsetters,3DS,2012,Simulation,Nintendo,0.16,0.02,0.53,0.01,0.72,2010,Low,5.333333333333334,1,0.5423242908253616,JP
2825,James Bond 007: Agent Under Fire,GC,2002,Shooter,Electronic Arts,0.56,0.15,0.0,0.02,0.72,2000,Low,3.5,0,0.5423242908253616,JP
2826,XCOM: Enemy Unknown,PC,2012,Strategy,Take-Two Interactive,0.26,0.36,0.0,0.1,0.72,2010,Low,0.7027027027027027,0,0.5423242908253616,EU
2827,Rabbids Go Home,DS,2009,Platform,Ubisoft,0.35,0.3,0.0,0.07,0.72,2000,Low,1.129032258064516,0,0.5423242908253616,JP
2828,Star Wars Episode III: Revenge of the Sith,GBA,2007,Action,Ubisoft,0.26516202676136724,0.19,0.0,0.01,0.72,2000,Low,2.6,0,0.5423242908253616,JP
2829,Ultimate Spider-Man,PS2,2005,Action,Activision,0.6,0.02,0.0,0.1,0.72,2000,Low,20.0,0,0.5423242908253616,JP
2830,FIFA Soccer 13,Wii,2012,Action,Electronic Arts,0.19,0.46,0.0,0.08,0.72,2010,Low,0.4042553191489361,0,0.5423242908253616,EU
2831,God Eater,PSP,2010,Action,Unknown,0.0,0.0,0.72,0.0,0.72,2010,Low,0.0,0,0.5423242908253616,JP
2832,Final Fantasy XIV: A Realm Reborn,PS4,2014,Role-Playing,Square Enix,0.32,0.22,0.08,0.1,0.72,2010,Low,1.391304347826087,0,0.5423242908253616,JP
2833,SD Gundam G Generation,PS,1998,Strategy,Namco Bandai Games,0.0,0.0,0.67,0.05,0.72,1990,Low,0.0,0,0.5423242908253616,JP
2834,Area 51,PS,1996,Shooter,GT Interactive,0.4,0.27,0.0,0.05,0.72,1990,Low,1.428571428571429,0,0.5423242908253616,JP
2835,NBA Live 08,PS2,2007,Sports,Unknown,0.59,0.02,0.01,0.1,0.72,2000,Low,19.66666666666667,0,0.5423242908253616,JP
2836,Dead to Rights,XB,2002,Shooter,Electronic Arts,0.53,0.17,0.0,0.03,0.72,2000,Low,2.944444444444444,0,0.5423242908253616,JP
2837,Tiger Woods PGA Tour 07,PS2,2006,Sports,Electronic Arts,0.6,0.02,0.0,0.1,0.72,2000,Low,20.0,0,0.5423242908253616,JP
2838,Test Drive 6,PS,1999,Racing,Atari,0.4,0.27,0.0,0.05,0.72,1990,Low,1.428571428571429,0,0.5423242908253616,JP
2839,Kouchuu Ouja Mushi King,GBA,2005,Action,Sega,0.0,0.0,0.7,0.02,0.17,2000,Low,0.0,0,0.5423242908253616,JP
2840,LEGO Harry Potter: Years 5-7,DS,2007,Action,Warner Bros. Interactive Entertainment,0.26516202676136724,0.3,0.0,0.07,0.72,2000,Low,1.129032258064516,0,0.5423242908253616,JP
2841,Major League Baseball 2K7,X360,2007,Sports,Spike,0.67,0.0,0.0,0.05,0.72,2000,Low,67.0,0,0.5423242908253616,JP
2842,X-Men: Mutant Academy 2,PS,2001,Fighting,Activision,0.4,0.27,0.0,0.05,0.72,2000,Low,1.428571428571429,0,0.5423242908253616,JP
2843,Terraria,X360,2013,Action,505 Games,0.35,0.31,0.0,0.06,0.72,2010,Low,1.09375,0,0.5423242908253616,JP
2844,Jampack Winter 2001,PS2,2001,Misc,Sony Computer Entertainment,0.35,0.28,0.0,0.09,0.72,2000,Low,1.206896551724138,0,0.5423242908253616,JP
2845,Kangaroo,2600,1982,Platform,Atari,0.67,0.04,0.0,0.01,0.72,1980,Low,13.4,0,0.5423242908253616,JP
2846,James Bond 007: Blood Stone,PS3,2010,Shooter,Activision,0.18,0.38,0.02,0.13,0.72,2010,Low,0.4615384615384615,0,0.5423242908253616,EU
2847,Ben 10: Protector of Earth,PSP,2007,Action,D3Publisher,0.26516202676136724,0.31,0.0,0.18,0.17,2000,Low,0.71875,0,0.5423242908253616,EU
2848,Skate,X360,2007,Sports,Electronic Arts,0.62,0.04,0.0,0.06,0.72,2000,Low,12.4,0,0.5423242908253616,JP
2849,Super Monkey Ball Jr.,GBA,2002,Puzzle,Atari,0.51,0.19,0.0,0.01,0.72,2000,Low,2.55,0,0.5423242908253616,JP
2850,Driver: San Francisco,X360,2011,Racing,Ubisoft,0.25,0.39,0.0,0.08,0.72,2010,Low,0.625,0,0.5423242908253616,EU
2851,MLB 09: The Show,PS3,2009,Sports,Sony Computer Entertainment,0.66,0.0,0.0,0.05,0.72,2000,Low,66.0,0,0.5423242908253616,JP
2852,Monster Hunter Tri,WiiU,2012,Role-Playing,Unknown,0.26,0.19,0.22,0.04,0.72,2010,Low,1.3,1,0.5423242908253616,JP
2853,Mobile Suit Gundam: Encounters in Space,PS2,2003,Simulation,Namco Bandai Games,0.05,0.04,0.61,0.01,0.72,2000,Low,1.0,0,0.5423242908253616,JP
2854,Catherine,PS3,2011,Adventure,Deep Silver,0.3,0.15,0.2,0.07,0.72,2010,Low,1.875,0,0.5423242908253616,JP
2855,Fear Effect,PS,1998,Action,Eidos Interactive,0.4,0.27,0.0,0.05,0.72,1990,Low,1.428571428571429,0,0.5423242908253616,JP
2856,FIFA Soccer 11,DS,2010,Sports,Electronic Arts,0.13,0.5,0.0,0.09,0.72,2010,Low,0.2549019607843137,0,0.5423242908253616,EU
2857,Crysis,PC,2007,Shooter,Unknown,0.0,0.69,0.0,0.03,0.72,2000,Low,0.0,0,0.5423242908253616,EU
2858,Battlefield: Bad Company 2,PC,2010,Shooter,Electronic Arts,0.19,0.53,0.0,0.0,0.71,2010,Low,0.3518518518518518,0,0.5364933705145685,EU
2859,The Lord of the Rings: The Two Towers,XB,2002,Action,Electronic Arts,0.45,0.24,0.0,0.03,0.71,2000,Low,1.8,0,0.5364933705145685,JP
2860,Madden NFL 2003,XB,2002,Sports,Electronic Arts,0.67,0.02,0.0,0.03,-0.71,2000,Low,22.33333333333334,0,0.5364933705145685,JP
2861,Dragon Quest Swords: The Masked Queen and the To,Wii,2007,Role-Playing,Square Enix,0.18,0.01,0.5,0.02,0.17,2000,Low,9.0,0,0.5364933705145685,JP
2862,MLB 13: The Show,PS3,2013,Sports,Sony Computer Entertainment,0.66,0.0,0.0,0.05,0.71,2010,Low,66.0,0,0.5364933705145685,JP
2863,Omerta: City of Gangsters,X360,2011,Simulation,Konami Digital Entertainment,0.42,0.23,0.0,0.06,0.71,2010,Low,1.75,0,0.5364933705145685,JP
2864,Dragon Quest Heroes: The World's Tree Woe and th,PS4,2015,Action,Square Enix,0.16,0.13,0.37,0.06,0.71,2010,Low,1.142857142857143,0,0.5364933705145685,JP
2865,Virtua Fighter 4: Evolution,PS2,2003,Fighting,Sega,0.35,0.27,0.0,0.09,0.71,2000,Low,62.49999999999999,0,0.5364933705145685,JP
2866,Top Spin 4,PS3,2011,Sports,Take-Two Interactive,0.17,0.4,0.0,0.14,0.71,2010,Low,0.4146341463414634,0,0.5364933705145685,EU
2867,Resident Evil: Survivor,PS,2000,Action,Eidos Interactive,0.23,0.15,0.29,0.05,0.71,2000,Low,1.4375,0,0.5364933705145685,JP
2868,Dynasty Warriors 6,PS3,2007,Action,Tecmo Koei,0.18,0.08,0.41,0.04,0.71,2000,Low,2.0,0,0.5364933705145685,JP
2869,Super Trucks Racing,PS2,2002,Racing,Jester Interactive,0.35,0.27,0.0,0.09,0.71,2000,Low,1.25,0,0.5364933705145685,JP
2870,Persona Q: Shadow of the Labyrinth,3DS,2014,Role-Playing,Nippon Ichi Software,0.33,0.07,0.27,0.04,0.71,2010,Low,4.125,0,0.5364933705145685,JP
2871,Madden NFL 08,PSP,2007,Sports,Electronic Arts,0.26516202676136724,0.04,0.0,0.07,0.71,2000,Low,12.0,0,0.5364933705145685,JP
2872,Godzilla: Destroy All Monsters Melee,GC,2002,Fighting,Atari,0.55,0.14,0.0,0.02,0.71,2000,Low,3.666666666666667,0,0.5364933705145685,JP
2873,Jeremy McGrath Supercross 2000,PS,2000,Racing,Acclaim Entertainment,0.4,0.27,0.0,0.05,0.71,2000,Low,1.428571428571429,0,0.5364933705145685,JP
2874,Conker: Live And Reloaded,XB,2005,Adventure,Microsoft Game Studios,0.49,0.2,0.0,0.02,0.71,2000,Low,2.333333333333333,0,0.5364933705145685,JP
2875,Silent Hill 3,PS2,2003,Action,Konami Digital Entertainment,0.35,0.27,0.0,0.09,0.71,2000,Low,1.25,0,0.5364933705145685,JP
2876,Madden NFL 09,PSP,2008,Fighting,Electronic Arts,0.65,0.0,0.0,0.06,0.71,2000,Low,65.0,0,0.5364933705145685,JP
2877,Final Fantasy X/X-2 HD Remaster,PS4,2015,Role-Playing,Square Enix,0.29,0.25,0.06,0.11,0.71,2010,Low,1.115384615384615,0,0.5364933705145685,JP
2878,Yu-Gi-Oh! The Falsebound Kingdom,GC,2002,Strategy,Konami Digital Entertainment,0.49,0.13,0.07,0.02,0.71,2000,Low,3.5,0,0.5364933705145685,JP
2879,LEGO Rock Band,Wii,2009,Fighting,Warner Bros. Interactive Entertainment,0.42,0.22,0.0,0.07,0.71,2000,Low,1.826086956521739,0,0.5364933705145685,JP
2880,MLB 10: The Show,PS3,2010,Sports,Sony Computer Entertainment,0.66,0.0,0.0,0.05,-0.71,2010,Low,66.0,0,0.5364933705145685,JP
2881,Spyro: Enter the Dragonfly,GC,2002,Platform,Universal Interactive,0.55,0.14,0.0,0.02,0.17,2000,Low,3.666666666666667,0,0.5364933705145685,JP
2882,Scooby-Doo 2: Monsters Unleashed,GBA,2004,Action,THQ,0.51,0.19,0.0,0.01,0.71,2000,Low,2.55,0,0.5364933705145685,JP
2883,Power Rangers: Dino Thunder,PS2,2004,Action,THQ,0.35,0.27,0.0,0.09,0.71,2000,Low,1.25,0,0.5364933705145685,JP
2884,Rhythm Heaven: The Best+,3DS,2015,Misc,Nintendo,0.0,0.0,0.71,0.0,-0.71,2010,Low,0.0,1,0.5364933705145685,JP
2885,LEGO Racers,N64,1999,Racing,LEGO Media,0.51,0.18,0.0,0.01,0.71,1990,Low,2.684210526315789,0,0.5364933705145685,JP
2886,WWF Attitude,N64,1999,Fighting,Acclaim Entertainment,0.57,0.13,0.0,0.01,0.71,1990,Low,4.07142857142857,0,0.5364933705145685,JP
2887,Blast Corps,N64,1997,Action,Unknown,0.39,0.09,0.17,0.06,0.17,1990,Low,3.9,1,0.5364933705145685,JP
2888,LEGO Harry Potter: Years 1-4,PSP,2010,Action,Warner Bros. Interactive Entertainment,0.14,0.37,0.0,0.19,0.71,2010,Low,0.368421052631579,0,0.5364933705145685,EU
2889,Tactics Ogre: Let Us Cling Together,SNES,1995,Role-Playing,Quest,0.0,0.0,0.71,0.0,0.71,1990,Low,0.0,0,0.5364933705145685,JP
2890,"WarioWare, Inc.: Mega Party Game$",GC,2003,Puzzle,Nintendo,0.2,0.05,0.44,0.02,0.71,2000,Low,3.333333333333333,1,0.5364933705145685,JP
2891,Football Manager 2014,PC,2013,Sports,Sega,0.0,0.6,0.0,0.1,0.71,2010,Low,0.0,0,0.5364933705145685,EU
2892,Battle Arena Toshinden 2,PS,1995,Fighting,Sony Computer Entertainment,0.15,0.1,0.41,0.05,0.71,1990,Low,1.363636363636364,0,0.5364933705145685,JP
2893,WWE SmackDown vs. Raw 2011,PSP,2010,Fighting,THQ,0.22,0.31,0.0,0.17,0.71,2010,Low,0.6875,0,0.5364933705145685,EU
2894,Jeopardy!,PS,1997,Misc,Hasbro Interactive,0.39,0.27,0.0,0.05,0.71,1990,Low,1.392857142857143,0,0.5364933705145685,JP
2895,South Park,PS,1998,Fighting,Acclaim Entertainment,0.39,0.27,0.0,0.05,0.71,1990,Low,1.392857142857143,0,0.5364933705145685,JP
2896,Metal Gear Solid V: The Phantom Pain,XOne,2015,Action,Konami Digital Entertainment,0.37,0.26,0.01,0.06,0.71,2010,Low,1.37037037037037,0,0.5364933705145685,JP
2897,Two Worlds,X360,2007,Role-Playing,SouthPeak Games,0.41,0.23,0.0,0.07,0.71,2000,Low,1.708333333333333,0,0.5364933705145685,JP
2898,Doom 3: Resurrection of Evil,XB,2005,Shooter,Activision,0.53,0.15,0.0,0.03,0.71,2000,Low,3.3125,0,0.5364933705145685,JP
2899,NCAA Football 09,X360,2008,Sports,Electronic Arts,0.65,0.0,0.0,0.05,0.71,2000,Low,65.0,0,0.5364933705145685,JP
2900,NBA Live 09,X360,2008,Sports,Electronic Arts,0.5,0.14,0.0,0.07,0.71,2000,Low,3.333333333333333,0,0.5364933705145685,JP
2901,Ratchet & Clank: Into the Nexus,PS3,2013,Shooter,Sony Computer Entertainment,0.3,0.29,0.0,0.11,0.71,2010,Low,1.0,0,0.5364933705145685,JP
2902,Spider-Man 2,PSP,2005,Action,Activision,0.35,0.21,0.0,0.14,0.71,2000,Low,1.590909090909091,0,0.5364933705145685,JP
2903,2014 FIFA World Cup Brazil,PS3,2014,Sports,Electronic Arts,0.15,0.39,0.01,0.16,0.71,2010,Low,0.3749999999999999,0,0.5364933705145685,EU
2904,London 2012: The Official Video Game of the Olym,PS3,2012,Fighting,Sega,0.06,0.5,0.0,0.15,0.7,2010,Low,0.1176470588235294,0,0.5306282510621704,EU
2905,NHL 12,X360,2011,Sports,Electronic Arts,0.55,0.1,0.0,0.05,0.17,2010,Low,5.0,0,0.5306282510621704,JP
2906,Tony Hawk's Underground,GC,2003,Sports,Activision,0.54,0.14,0.0,0.02,0.7,2000,Low,3.6,0,0.5306282510621704,JP
2907,Infinite Undiscovery,X360,2008,Role-Playing,Square Enix,0.34,0.18,0.12,0.06,0.7,2000,Low,1.789473684210526,0,0.5306282510621704,JP
2908,Super Bomberman 3,SNES,2007,Puzzle,Hudson Soft,0.0,0.0,0.7,0.0,0.7,2000,Low,0.0,0,0.5306282510621704,JP
2909,Command & Conquer: Red Alert Retaliation,PS,1998,Strategy,Virgin Interactive,0.39,0.27,0.0,0.05,0.7,1990,Low,1.392857142857143,0,0.5306282510621704,JP
2910,The Sims 2: Apartment Pets,DS,2008,Simulation,Electronic Arts,0.32,0.31,0.0,0.07,0.7,2000,Low,1.0,0,0.5306282510621704,JP
2911,Star Wars: Obi-Wan,XB,2001,Action,Unknown,0.52,0.16,0.0,0.02,0.7,2000,Low,3.058823529411764,0,0.5306282510621704,JP
2912,NCAA Football 08,X360,2007,Sports,Electronic Arts,0.65,0.0,0.0,0.05,0.7,2000,Low,65.0,0,0.5306282510621704,JP
2913,Kill.Switch,PS2,2003,Shooter,Sony Computer Entertainment,0.34,0.27,0.0,0.09,0.7,2000,Low,1.214285714285714,0,0.5306282510621704,JP
2914,Lalaloopsy,DS,2011,Simulation,Activision,0.54,0.1,0.0,0.06,0.7,2010,Low,4.909090909090909,0,0.5306282510621704,JP
2915,Madden NFL 2005,GC,2004,Sports,Electronic Arts,0.54,0.14,0.0,0.02,0.7,2000,Low,3.6,0,0.5306282510621704,JP
2916,F-14 Tomcat,GBA,2001,Action,Majesco Entertainment,0.5,0.19,0.0,0.01,0.7,2000,Low,2.5,0,0.5306282510621704,JP
2917,SplashDown,PS2,2001,Racing,Atari,0.34,0.27,0.0,0.09,0.7,2000,Low,1.214285714285714,0,0.5306282510621704,JP
2918,NCAA Football 98,PS,1997,Sports,Electronic Arts,0.39,0.27,0.0,0.05,0.7,1990,Low,1.392857142857143,0,0.5306282510621704,JP
2919,Jade Empire,XB,2005,Role-Playing,Microsoft Game Studios,0.48,0.19,0.0,0.03,0.7,2000,Low,2.4,0,0.5306282510621704,JP
2920,"Transformers: Revenge of the Fallen (XBox 360, P",PS3,2009,Fighting,Activision,0.28,0.3,0.0,0.12,0.7,2000,Low,0.903225806451613,0,0.5306282510621704,EU
2921,The Sims 3,DS,2010,Simulation,Electronic Arts,0.39,0.25,0.0,0.06,0.7,2010,Low,1.5,0,0.5306282510621704,JP
2922,Skylanders: Trap Team,WiiU,2014,Action,Activision,0.39,0.25,0.0,0.06,0.7,2010,Low,1.5,0,0.5306282510621704,JP
2923,Prince of Persia: The Forgotten Sands,PS3,2010,Action,Ubisoft,0.19,0.36,0.01,0.13,0.7,2010,Low,0.5135135135135135,0,0.5306282510621704,EU
2924,Chocobo's Dungeon 2,PS,1998,Role-Playing,SquareSoft,0.04,0.03,0.58,0.05,0.7,1990,Low,1.0,0,0.5306282510621704,JP
2925,Advance Wars,GBA,2001,Strategy,Nintendo,0.5,0.19,0.0,0.01,0.17,2000,Low,2.5,1,0.5306282510621704,JP
2926,Hannah Montana: The Movie,DS,2009,Adventure,Disney Interactive Studios,0.38,0.25,0.0,0.07,0.7,2000,Low,1.461538461538462,0,0.5306282510621704,JP
2927,World of Zoo,DS,2009,Simulation,THQ,0.43,0.2,0.0,0.06,0.7,2000,Low,2.047619047619047,0,0.5306282510621704,JP
2928,Ape Escape: On the Loose,PSP,2005,Platform,Sony Computer Entertainment,0.52,0.01,0.12,0.05,0.7,2000,Low,26.0,0,0.5306282510621704,JP
2929,NASCAR 2001,PS2,2007,Racing,Electronic Arts,0.34,0.27,0.0,0.09,0.7,2000,Low,1.214285714285714,0,0.5306282510621704,JP
2930,IL-2 Sturmovik: Birds of Prey,PS3,2009,Simulation,505 Games,0.34,0.26,0.0,0.1,0.7,2000,Low,1.259259259259259,0,0.5306282510621704,JP
2931,Book of Spells,PS3,2007,Action,Sony Computer Entertainment,0.13,0.4,0.0,0.16,0.7,2000,Low,0.3170731707317073,0,0.5306282510621704,EU
